tracking_id	locus	Endothelium 0D NTX	Endothelium 2D NTX (a)	Endothelium 2D NTX (b)	Endothelium 2D NTX ©	Endothelium 3D NTX (a)	Endothelium 3D NTX (b)	Endothelium 3D NTX ©	Endothelium 4D NTX	Endothelium 5D NTX	Endothelium 6D NTX	Endothelium 7D NTX	Endothelium 10D NTX (a)	Endothelium WT 10days (b)	Endothelium 14D NTX
Letmd1	chr15:100469033-100479252	5.20654	4.98603	5.28419	4.50462	8.19071	9.64043	8.00684	7.92053	7.02082	4.64276	3.03348	6.9211	7.31673	6.83575
Lfng	chr5:140607340-140615545	34.1547	19.5561	17.2735	12.4931	18.9404	24.8226	28.5986	31.0647	13.8074	13.4187	4.48399	26.3323	21.2627	26.9898
Lgals1	chr15:78926724-78930465	242.214	534.37	732.111	247.663	1447.34	361.645	768.006	216.629	655.647	496.141	461.27	265.318	205.067	156.632
Lgals12	chr19:7596660-7607176	0.001	0.120684	0.001	0.0413566	0.001	0.001	0.001	0.001	0.001	0.001	0.0697786	0.0226481	0.049045	0.03831
Lgals2	chr15:78850859-78855529	0.214759	0.001	0.890315	0.254318	0.001	0.623574	0.473754	0.001	0.442782	0.199717	0.001	0.52719	0.609051	1.3026
Lgals3	chr14:47373859-47386167	59.826	389.467	237.557	51.5656	692.471	102.862	330.455	25.5172	89.8749	31.5411	21.2158	50.6904	17.5302	24.9375
Lgals3bp	chr11:118392751-118401931	34.3671	114.316	194.054	57.6399	277.869	112.563	200.858	137.355	75.8982	91.9102	52.4751	62.4009	62.2015	35.5124
Lgals4	chr7:28833793-28841703	2.14365	2.09084	1.99997	1.8127	2.77731	10.115	2.18994	2.4672	1.9582	1.02565	2.92729	5.56915	6.14442	4.45545
Lgals6	chr7:28834181-28841633	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lgals7	chr7:28864385-28866284	0.001	0.001	0.001	0.125664	0.123055	0.001	0.936299	0.001	0.43777	0.001	0.001	0.130346	0.001	0.151496
Lgals8	chr13:12439414-12461738	23.3726	26.0225	26.4628	17.4358	25.8226	29.4352	21.0965	29.9023	23.0374	20.1784	26.1334	25.2192	19.6751	26.0846
Lgals9	chr11:78962978-78984924	133.114	313.172	432.35	119.064	344.986	194.115	442.422	238.961	209.226	376.551	123.908	285.571	188.903	188.186
Lgalsl	chr11:20823354-20831108	16.7872	15.6634	8.93676	9.91741	4.64713	10.4746	4.80136	14.787	10.6139	12.5124	8.05981	17.0251	6.06363	19.9889
Lgi1	chr19:38264781-38308939	0.001	0.0381384	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0440414	0.014372	0.001	0.0161702
Lgi2	chr5:52537863-52566280	0.0497264	0.266416	0.289428	0.182604	0.001	0.0372499	0.001	0.194118	0.109142	0.001	0.308629	0.132643	0.409404	0.168768
Lgi3	chr14:70530820-70538324	0.0288799	0.001	0.0423065	0.0710031	0.26214	0.001	0.0219302	0.131949	0.001	0.029065	0.001	0.001	0.0140301	0.0219392
Lgi4	chr7:31059934-31070935	0.398188	0.285822	0.194584	0.48972	0.305377	0.858931	0.625149	1.23061	0.293989	0.133718	0.412821	0.501778	0.425724	0.24219
Lgmn	chr12:102394097-102439697	27.7998	267.476	203.35	90.0657	571.678	140.352	309.433	119.206	135.91	70.8942	74.3213	82.0572	61.5402	43.9603
Lgr4	chr2:109917646-110014257	1.54317	1.43501	1.35606	1.57352	0.903988	1.08298	0.634296	1.71637	2.32608	1.59664	0.957072	2.09334	1.25156	2.36725
Lgr5	chr10:115450313-115587780	0.0242247	0.0686816	0.0315884	0.129441	0.101723	0.0479943	0.0307634	0.0999173	0.721571	0.0772513	0.0198233	0.00258998	0.02231	0.00212397
Lgr6	chr1:134986352-135105276	0.001	0.001	0.0369043	0.0154773	0.0457184	0.001	0.001	0.213621	0.001	0.0253649	0.001	0.0169988	0.001	0.001
Lgsn	chr1:31176434-31204725	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lhb	chr7:45420945-45421854	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lhcgr	chr17:88741548-88791976	0.0365543	0.001	0.001	0.0224326	0.001	0.001	0.001	0.001	0.001	0.0366642	0.113583	0.0736397	0.0532143	0.0553908
Lhfp	chr3:53041546-53261679	14.9645	15.7726	13.2551	12.8445	2.46753	7.53623	2.96173	14.5398	21.9997	23.6302	15.2977	15.3216	8.22178	15.8206
Lhfpl1	chrX:145290358-145348894	0.163586	0.001	0.001	0.001	0.0655976	0.001	0.001	0.001	0.477833	0.868204	0.902074	0.398991	0.001	0.22582
Lhfpl2	chr13:94057795-94195409	9.30711	14.445	14.3107	10.4496	21.6893	12.2071	20.9482	29.2031	21.492	11.4568	22.1753	23.3385	22.6651	25.9318
Lhfpl3	chr5:22746192-23275597	0.001	0.001	0.001	0.001	0.001	0.09468	0.001	0.001	0.13919	0.001	0.001	0.0211899	0.001	0.0119432
Lhfpl4	chr6:113168086-113195384	0.0566439	0.0339371	0.0832477	0.162807	0.0572628	0.0853738	0.272896	0.0129598	0.125844	0.0954339	0.0979489	0.140784	0.0826779	0.100755
Lhfpl5	chr17:28575718-28583593	0.001	0.001	0.001	0.0496851	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lhpp	chr7:132610642-132706419	3.53534	6.51622	8.30734	5.47144	13.0693	5.19401	13.9	7.60131	10.9224	7.62134	8.18792	6.74848	6.80779	6.18231
Lhx1	chr11:84519378-84525534	0.001	0.001	0.001	0.0207184	0.001	0.001	0.0256001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lhx2	chr2:38351307-38369728	0.0412103	0.001	0.0601297	0.0252658	0.001	0.001	0.281031	0.001	0.0907531	0.164998	1.02394	0.165631	0.179852	0.311727
Lhx3	chr2:26200211-26206556	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lhx4	chr1:155701693-155742027	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lhx5	chr5:120431885-120441457	0.001	0.001	0.001	0.001	0.0102529	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lhx6	chr2:36081952-36105408	21.4491	21.2186	22.8814	23.9212	21.5939	27.5247	35.6358	45.7156	22.1935	28.5122	22.4804	44.0102	49.7648	40.3678
Lhx8	chr3:154306293-154330560	0.0483353	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0182362
Lhx9	chr1:138825185-138847579	0.0457014	0.001	0.066586	0.012196	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lias	chr5:65391496-65409207	19.1095	13.022	15.6027	6.53365	16.0141	13.3293	11.6106	11.3913	18.5352	13.9331	23.737	11.7156	10.4299	11.601
Lif	chr11:4257567-4272514	0.167586	1.07466	0.878202	1.95956	1.5804	0.84715	0.363916	0.125104	0.106159	0.0965869	0.117111	0.647392	0.24443	0.4425
Lifr	chr15:7129571-7197489	26.5173	14.5379	13.4804	18.7332	13.8332	25.4047	17.1016	41.1859	18.7877	15.9681	32.4926	28.1571	21.4758	34.2317
Lig1	chr7:13277312-13311427	4.10008	8.5881	13.2863	10.0382	12.7496	7.53817	10.4366	3.83336	14.9342	17.9421	11.3757	7.96249	9.82499	4.5111
Lig3	chr11:82781134-82804274	1.96632	3.67211	4.30707	3.46953	2.63359	1.7999	3.06214	3.5148	3.03928	3.00951	2.66403	3.49707	2.76941	3.56341
Lig4	chr8:9970019-9976323	1.33202	2.15324	1.17331	0.614875	0.336379	0.601895	0.168778	1.10237	0.935883	1.03081	0.898008	1.12663	0.334672	1.58054
Lilra5	chr7:4237753-4243463	0.001	0.001	0.001	0.0551491	0.001	0.001	0.001	0.0293061	0.001	0.0449785	0.001	0.0601814	0.001	0.0680058
Lilra6	chr7:3908279-3915501	0.0275374	1.60029	1.88537	0.789465	2.43186	0.281354	0.821746	0.0335983	0.391942	0.182613	0.001	0.398815	0.153177	0.104105
Lilrb3	chr7:3712504-3720382	0.246747	12.112	7.89926	2.65332	28.3825	6.43573	11.738	0.890076	5.05802	1.12377	0.585303	3.71631	1.21845	0.208247
Lilrb4	chr10:51490974-51496611	0.0703338	71.0203	49.1066	18.3897	56.8808	14.4138	17.5238	1.11762	6.58492	0.729856	1.05285	5.80014	1.61303	0.842752
Lim2	chr7:43430100-43435991	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lima1	chr15:99778467-99875456	56.9919	56.5926	54.0539	59.9695	41.2346	42.5615	45.3571	65.183	43.6937	56.4826	46.9856	67.9814	65.2444	68.4435
Limch1	chr5:66745839-67057159	18.8945	8.61626	12.3033	15.3297	8.68001	15.8839	10.8719	20.4589	10.1646	16.3491	20.7868	16.1218	12.6411	24.321
Limd1	chr9:123478700-123521552	6.55785	12.2208	11.9534	8.22691	6.71996	9.54961	10.8655	15.0896	14.8596	12.6986	6.68883	12.7102	13.7727	13.2127
Limd2	chr11:106156255-106160142	7.01048	10.3237	10.7657	7.99835	20.442	17.5286	15.9161	11.3125	9.75592	8.40083	5.05939	9.88402	9.14966	6.80589
Lime1	chr2:181381234-181383628	4.73622	3.83748	3.97986	3.67636	4.85239	8.63348	4.32287	4.92469	5.89633	3.50714	3.48534	10.1638	10.1223	11.484
Limk1	chr5:134656038-134688590	1.51641	1.63238	1.85869	2.35617	1.55209	1.24454	1.42399	2.1059	2.74697	1.47148	0.485884	1.30218	1.54064	1.03724
Limk2	chr11:3343296-3409235	7.73212	11.0084	9.96874	7.56582	7.21381	10.9437	9.09179	9.44248	11.0524	9.58881	6.84982	13.3206	12.128	12.901
Lims1	chr10:58323465-58424691	31.7298	43.3797	40.4668	23.3286	17.7278	25.2926	15.539	34.6958	45.0542	33.1528	25.2744	34.7971	12.5906	49.7346
Lims2	chr18:31931506-31958619	298.384	110.204	102.599	93.8228	165.136	163.576	236.505	240.736	141.174	262.258	153.226	240.086	284.477	247.404
Lin28a	chr4:134003329-134018816	0.001	0.001	0.001	0.0322927	0.001	0.001	0.0199465	0.001	0.001	0.001	0.001	0.106364	0.0255202	0.00998183
Lin28b	chr10:45376618-45470201	0.001	0.001	0.001	0.001	0.0100565	0.001	0.001	0.010836	0.001	0.001	0.0171962	0.001	0.001	0.00632113
Lin37	chr7:30555440-30559646	11.2227	9.80932	10.8432	6.5309	15.3062	14.4123	16.4933	10.8923	10.0962	14.8692	8.57637	11.1412	11.2406	10.1188
Lin52	chr12:84451507-84531533	10.6975	6.24376	5.15494	4.11694	2.93187	3.44751	4.15115	4.95098	4.66719	4.59561	5.53586	6.14938	5.84931	6.68064
Lin54	chr5:100442034-100500639	4.43909	5.88607	5.19826	3.88452	1.96175	2.19371	1.9228	3.594	4.53483	3.45198	3.29272	3.93024	2.24345	4.80047
Lin7a	chr10:107271830-107425143	1.77406	2.50928	1.71797	2.55342	0.0644364	0.357095	0.207754	1.67703	3.0363	2.18194	0.708188	1.29865	0.324961	1.58081
Lin7b	chr7:45367890-45370564	0.001	0.001	0.230399	0.001	0.0962709	0.001	0.001	0.001	0.689724	0.311767	0.001	0.103268	0.001	0.0595546
Lin7c	chr2:109890877-109900936	20.5774	20.9191	15.1705	12.9488	7.39061	11.607	4.42716	10.9135	13.3099	11.0498	11.262	10.9777	4.68419	16.8454
Lin9	chr1:180641333-180690687	1.95331	2.39028	2.08786	1.54293	1.59396	1.56178	1.4827	1.90163	2.67358	2.24455	1.44586	1.64962	1.08415	2.41244
Lingo1	chr9:56618474-56685253	0.0278196	0.001	0.0407673	0.0342056	0.001	0.001	0.001	0.0363215	0.001	0.0280111	0.001	0.0375356	0.0135172	0.0634246
Lingo2	chr4:35706647-36951744	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lingo3	chr10:80832800-80844039	0.0797601	0.001	0.0389761	0.0653959	0.001	0.001	0.001	0.0347183	0.001	0.001	0.110255	0.001	0.001	0.0101066
Lingo4	chr3:94399218-94404501	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lins	chr7:66689888-66717256	0.956519	1.97299	1.68929	1.04096	0.739577	1.4683	0.798555	0.908114	1.14345	0.877484	1.08539	1.31661	1.12105	1.58469
Lipa	chr19:34492315-34527474	33.1772	66.4411	52.7971	30.8982	95.5666	39.9548	77.414	54.6246	57.9003	61.0925	58.421	60.7294	34.6679	49.8376
Lipc	chr9:70798127-70934808	0.001	0.356643	0.363226	0.336116	0.631335	0.261794	0.151093	0.389794	1.53405	0.149352	0.258226	0.166457	0.193434	0.150613
Lipe	chr7:25379526-25395987	90.3517	63.9292	59.756	64.6079	86.04	104.346	114.672	89.1852	57.9652	69.1117	28.9483	79.0466	92.0819	73.6341
Lipf	chr19:33961247-33976813	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lipg	chr18:74939321-74961263	0.0480294	0.560528	1.4094	0.694431	0.42191	0.144635	0.365027	0.15686	0.638934	0.266428	0.001	0.633115	0.957353	0.338072
Liph	chr16:21953817-21995542	0.0485669	0.001	0.001	0.001	0.001	0.001	0.001	0.151468	0.001	0.001	0.001	0.0621737	0.001	0.00910194
Lipi	chr16:75540513-75586061	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lipk	chr19:34008253-34047903	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0205397	0.0160183
Lipm	chr19:34100942-34122687	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lipn	chr19:34067357-34084918	0.001	0.351526	0.001	0.001	0.157971	0.001	0.001	0.001	0.001	0.001	0.001	0.0435327	0.001	0.001
Lipo1	chr19:33555280-33590311	5.99518	9.98732	9.13356	3.98128	4.0909	3.05149	2.91281	5.58663	9.39569	6.56221	11.6558	6.47101	1.76436	6.69188
Lipt1	chr1:37872205-37876298	1.64517	1.12686	0.641717	0.695162	0.835612	1.65465	0.764164	0.944922	2.48668	0.87818	2.09178	2.01112	0.73399	0.902523
Lipt2	chr7:100159276-100160931	3.90688	2.064	2.87212	0.757967	2.13568	2.10353	2.06334	2.79804	2.16112	2.77772	3.25695	3.05076	2.84415	2.91304
Litaf	chr16:10959272-10993121	72.1563	208.465	226.379	226.942	165.022	111.396	189.503	120.689	148.623	166.299	72.6416	131.029	208.926	128.445
Lix1	chr17:17402685-17459388	0.118612	0.0531785	0.390855	0.0182232	0.149505	0.156098	0.213886	0.180621	2.68958	0.029833	0.461004	0.0599558	0.0720204	0.084452
Lix1l	chr3:96601132-96625352	17.3575	19.1409	20.7331	17.5983	15.5218	17.9007	24.1759	22.5565	25.6323	17.8899	22.143	22.4028	20.5487	21.6684
Llgl1	chr11:60699689-60714188	9.15466	7.9704	11.2277	9.74644	9.59814	11.5595	12.7054	13.0415	9.17738	9.40665	3.96974	12.1439	17.9697	13.7269
Llgl2	chr11:115824057-115855780	2.88622	2.17383	1.85164	1.69587	1.81023	2.92851	2.64319	3.46655	1.199	1.766	0.935148	1.25308	3.71993	1.6854
Llph	chr10:120227059-120232070	43.0051	49.8966	35.2413	22.2817	31.0691	36.5967	17.8937	21.6074	34.1901	33.0155	33.5128	31.5849	26.4825	26.6801
Lman1	chr18:65980738-66002635	23.5574	30.4303	33.1878	27.8446	15.9348	18.9605	14.5371	27.0774	30.7769	27.7328	26.0807	27.3282	15.7694	25.731
Lman1l	chr9:57607032-57620774	0.001	0.001	0.0810834	0.0682578	0.0671458	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lman2	chr13:55343832-55362783	36.7095	40.6704	45.7645	32.8363	49.5259	36.1401	56.0363	51.5368	43.5575	41.0089	34.6038	37.9575	41.0064	32.6223
Lman2l	chr1:36423185-36445239	3.56542	4.63095	4.58114	3.90248	8.32101	6.6547	4.1801	3.98111	3.55026	5.4777	6.6785	5.45549	4.25979	5.55214
Lmbr1	chr5:29229801-29378390	4.93664	5.14121	4.84678	4.34255	3.8568	5.86257	4.01904	4.50169	7.61054	5.30498	4.9332	6.76903	4.83964	7.12553
Lmbr1l	chr15:98903920-98918098	8.3012	8.43738	6.05129	7.36254	7.64047	15.3348	7.51157	8.5641	6.7285	6.24688	4.79342	11.2821	12.7706	13.2908
Lmbrd1	chr1:24678543-24766301	14.2975	14.2736	10.746	9.67968	10.8284	9.82786	9.54086	14.2034	13.884	13.073	19.9467	12.9996	9.40743	15.9627
Lmbrd2	chr15:9140569-9197450	1.99616	3.03705	2.6572	2.5275	0.640364	0.659523	0.619952	1.9934	2.07369	1.36892	0.658248	2.18041	0.411327	3.61703
Lmcd1	chr6:112273757-112330423	82.4421	60.4967	65.7287	57.4622	63.4477	63.1508	81.8274	95.3813	106.231	109.681	49.6383	90.923	121.242	94.4982
Lmf1	chr17:25579173-25662826	5.01396	8.95066	12.2523	7.11525	13.509	8.40812	13.5659	9.98532	12.2435	10.8154	6.79771	8.50542	8.13356	7.2853
Lmf2	chr15:89351003-89355659	35.9064	28.847	33.9784	32.5669	46.5801	36.4583	56.9899	47.7018	29.525	43.1545	20.6303	36.4403	54.2232	33.3437
Lmln	chr16:33062520-33125659	0.286395	0.197856	0.355788	0.569513	0.120175	0.215695	0.234488	0.575772	0.684368	0.578215	0.11425	0.462152	0.267838	0.511661
Lmna	chr3:88481148-88503332	189.144	325.182	271.815	346.63	212.47	177.349	261.354	158.839	167.937	161.185	85.4472	128.24	247.489	93.893
Lmnb1	chr18:56707812-56753424	4.7536	22.6998	24.7248	18.2573	13.8978	8.93198	9.6855	6.0744	14.533	18.5491	16.9354	10.7359	14.9234	7.12667
Lmnb2	chr10:80901362-80918245	4.39911	8.33179	10.2689	7.04592	4.33987	6.3745	6.80679	3.72302	9.86173	5.33324	4.56051	4.47152	7.67981	3.83927
Lmo1	chr7:109138571-109170308	54.9942	42.119	44.2457	28.5177	117.79	52.5999	104.581	53.3725	45.6122	51.598	40.6753	49.1552	45.0626	33.9978
Lmo2	chr2:103957994-103981878	48.5748	31.2376	27.3815	18.9139	44.9865	53.7005	47.9434	59.5416	54.024	39.5273	48.9359	46.5634	56.7756	57.6824
Lmo3	chr6:138364480-138581968	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0219048	0.001
Lmo4	chr3:144188529-144205255	17.8502	22.5263	16.276	13.3025	22.6102	19.527	15.192	21.732	22.8486	20.3117	26.7421	17.0031	24.4687	16.419
Lmo7	chr14:101729927-101934693	21.6907	19.156	19.4974	23.1585	11.8485	19.5105	14.6889	26.275	12.1247	18.1961	17.4502	22.6754	12.6365	26.6798
Lmod1	chr1:135324812-135368065	3.22317	1.57111	1.85846	1.28926	0.209263	1.71625	0.560015	10.6937	2.0426	3.71687	1.28935	4.15755	4.30985	3.47877
Lmod2	chr6:24597770-24605414	0.001	0.001	0.070754	0.0595118	0.001	1.23826	0.110348	0.001	0.853861	0.001	0.0502859	0.0648671	0.001	0.0183371
Lmod3	chr6:97238527-97252780	0.505126	0.0752938	0.184204	0.18062	0.203145	0.410528	0.223232	1.06934	0.556	0.294823	0.566476	0.535494	0.59187	0.700289
Lmtk2	chr5:144100435-144188204	4.03357	2.76742	4.69047	9.39523	2.77582	6.03128	4.83318	8.49786	3.23143	3.41735	3.54297	5.18738	10.3817	6.85859
Lmtk3	chr7:45783946-45804130	0.001	0.0334779	0.001	0.0688301	0.0677861	0.182473	0.368381	0.170457	0.001	0.0376594	0.001	0.0631323	0.027186	0.0567974
Lmx1a	chr1:167689557-167848733	0.001	0.001	0.001	0.001	0.001	0.001	0.0416836	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lmx1b	chr2:33564535-33640511	0.001	0.001	0.001	0.001	0.05014	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0625646
Lnp	chr2:74514836-74578948	0.908225	1.24408	1.06321	0.996779	0.406776	1.32689	0.286099	0.591918	1.47234	0.678165	0.590834	0.703915	0.448363	1.29964
Lnpep	chr17:17527722-17624489	6.45575	10.9227	8.90731	12.572	3.10857	4.29248	3.76647	9.13258	8.65708	4.63968	6.89656	8.99416	3.20065	13.9668
Lnx1	chr5:74592446-74702903	21.9604	20.7048	16.6636	27.5086	12.6858	32.4922	18.5442	24.5464	10.5079	17.413	9.26184	19.3545	25.1764	34.9849
Lnx2	chr5:147016654-147076572	13.4742	7.77401	10.2043	12.904	9.44659	14.5331	15.1985	19.9093	8.3734	11.289	12.9286	12.9738	23.4967	14.0251
Loh12cr1	chr6:134639511-134711184	4.12354	3.88531	5.95944	3.63281	5.30581	4.65106	4.40656	5.43326	5.41454	6.17921	2.7285	4.48845	4.70928	4.0643
Lonp1	chr17:56614297-56626903	19.0744	23.9321	23.8682	18.4285	25.7639	20.1418	22.0367	23.6323	20.0199	23.2134	22.9267	21.6258	21.1713	19.5336
Lonp2	chr8:86624042-86716638	19.3946	19.4983	21.2943	12.2266	16.3389	15.4812	13.7909	20.5024	19.4681	27.9385	20.5287	24.0131	17.4319	24.4479
Lonrf1	chr8:36216063-36249516	1.45508	2.696	2.33895	2.58675	1.27358	1.58261	1.3694	1.38813	1.69051	1.93425	1.19767	1.70266	2.43695	2.26889
Lonrf2	chr1:38794508-38821215	0.0176759	0.001	0.001	0.0108893	0.0107245	0.0133237	0.001	0.001	0.001	0.0715115	0.0183413	0.0959138	0.017203	0.0876224
Lonrf3	chrX:36328408-36366856	0.661713	3.01014	1.47086	1.49151	1.31569	0.75354	0.687232	0.57473	0.938071	0.695354	1.16165	0.982219	0.386732	0.914756
Lor	chr3:92080270-92083142	0.489215	0.001	0.157956	0.299132	0.130788	0.244094	0.287648	0.282727	0.119091	0.001	0.001	0.036161	0.131536	0.0409313
Lox	chr18:52517237-52529708	10.4244	3.90581	3.82212	4.65333	0.919425	3.71351	1.28809	10.1785	11.0458	12.4717	9.28714	9.5545	2.98852	13.4041
Loxhd1	chr18:77281957-77442257	0.001	0.001	0.001	0.00831578	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Loxl1	chr9:58287722-58313212	3.48484	0.984634	2.0912	2.21004	3.87016	1.0322	1.87576	5.30246	10.7538	5.60953	4.75042	2.36995	1.98666	2.23154
Loxl2	chr14:69609475-69695834	5.90308	4.30303	4.63272	6.28191	1.86972	1.59206	1.94947	3.95598	7.35036	7.16228	10.0954	8.35002	3.23218	7.89918
Loxl3	chr6:83034223-83052564	2.82043	1.97	3.41746	1.81852	2.59113	0.977726	0.493498	1.84272	2.28444	4.81226	7.77748	4.21025	0.979657	4.61018
Loxl4	chr19:42592278-42612806	1.36645	3.43428	4.45673	4.16018	2.05943	1.61455	1.61714	1.44264	1.17189	1.14989	1.23047	1.99008	1.43512	2.16157
Lpar1	chr4:58435251-58553491	3.70262	1.27038	1.35706	1.07545	0.642919	1.25626	0.342091	1.68987	2.8363	5.2222	9.99375	3.43652	0.621938	5.57844
Lpar2	chr8:69822564-69831102	0.109722	0.0563846	0.0922418	0.125585	0.16175	0.224576	0.107373	0.0820121	0.104605	0.0317356	0.0488035	0.127718	0.0534094	0.0956994
Lpar3	chr3:146220960-146286214	0.224942	0.001	0.109535	0.001	0.090562	0.0281506	0.001	0.0733127	0.248045	0.338287	1.98017	0.150976	0.0545692	0.638895
Lpar4	chrX:106920624-106933899	3.37244	3.29765	2.10007	1.64244	1.50094	4.8715	1.21723	3.72402	5.02169	1.6596	2.12546	2.12404	0.903152	5.04792
Lpar5	chr6:125067919-125082472	0.001	0.765773	0.103718	0.001	1.47029	0.481963	0.86575	0.751285	0.312431	0.001	0.001	0.224948	0.001	0.0510495
Lpar6	chr14:73237890-73240358	39.4728	28.3075	19.717	15.9119	21.0191	40.6544	17.7086	27.9031	38.2103	19.7268	40.5249	32.7211	24.1174	39.7418
Lpcat1	chr13:73467382-73514538	10.2548	8.59166	11.8588	6.74635	6.92866	7.11752	12.5828	18.6334	10.8041	13.6283	9.33472	11.8968	13.6346	12.4505
Lpcat2	chr8:92855349-92919279	1.35691	4.32955	2.37237	1.76821	9.22323	5.39716	3.23952	1.8565	1.75477	1.16359	2.53744	3.87403	2.87615	1.51884
Lpcat2b	chr5:107431548-107435039	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Lpcat3	chr6:124663103-124704716	17.9331	22.3423	25.4344	20.7	37.2062	24.2947	34.3617	26.4236	27.6864	20.865	21.049	23.372	21.807	17.2337
Lpcat4	chr2:112239840-112247111	15.2366	9.2791	12.1104	14.6497	7.89773	15.8334	14.9614	14.5728	8.41353	11.9704	2.71365	10.426	19.6674	9.43445
Lpgat1	chr1:191718023-191784257	3.57311	5.97909	5.2555	5.67451	2.8733	5.19145	2.65449	4.97694	5.86585	4.471	4.54123	5.81085	2.27321	6.59453
Lphn1	chr8:83900097-83941954	2.62457	1.53623	2.19629	3.9846	1.27336	3.38318	1.75251	3.64062	2.14247	2.45449	0.964469	3.33086	5.2034	3.61236
Lphn2	chr3:148815585-148954635	22.222	23.779	31.0331	38.2061	14.3957	28.8633	23.5014	49.3136	22.6269	26.102	25.543	34.2774	36.4228	46.7516
Lphn3	chr5:81021592-81795730	0.0460954	0.0829124	0.001	0.0852323	0.0373102	0.0811098	0.001	0.24119	0.922967	0.0777833	0.0478414	0.0521737	0.0149592	0.0351825
Lpin1	chr12:16535668-16589770	1.20792	1.20354	1.42805	2.16262	1.97147	2.48704	2.40976	3.08253	1.83806	1.77616	2.35464	2.20891	2.38923	2.24495
Lpin2	chr17:71183977-71249818	2.12351	3.8192	3.19386	3.9456	3.16466	4.02697	2.78615	2.54956	4.19468	1.65224	1.43085	3.52905	2.83092	3.99714
Lpin3	chr2:160880669-160906000	6.99896	11.002	8.9498	7.73435	5.72477	11.0298	5.75371	8.91677	7.34376	11.7587	2.70943	9.71409	8.43959	11.8709
Lpl	chr8:68880554-68906932	297.397	299.479	118.132	101.259	159.99	163.503	92.2841	100.96	120.475	236.216	99.5893	120.643	30.1408	162.924
Lpo	chr11:87806427-87826114	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0119764
Lpp	chr16:24393349-24992578	2.34138	5.69122	6.55727	13.0028	2.11921	4.97784	3.19271	11.3304	5.90551	3.75502	2.93097	4.73675	2.825	6.68265
Lpxn	chr19:12798608-12833808	0.0582419	10.7983	8.70523	1.70804	20.336	5.40107	8.84387	1.6273	1.01926	0.983684	0.240789	1.508	0.563419	0.153293
Lrat	chr3:82892581-82903974	0.16744	0.210763	0.418629	0.577764	0.0812905	0.189354	0.305806	0.109491	0.0372313	0.001	0.121631	0.0795396	0.0407459	0.191607
Lrba	chr3:86224689-86782694	3.45787	3.41904	4.20487	6.37489	2.5146	4.14311	2.43942	5.46712	2.92209	3.69675	4.55366	4.53543	2.2465	6.11578
Lrch1	chr14:74754672-74947877	16.2638	14.5417	11.5715	13.4171	11.1449	16.0833	13.8096	22.6707	14.7703	19.1569	20.0408	18.9865	18.791	20.8672
Lrch2	chrX:147471693-147554081	2.82388	2.35342	2.81041	2.35733	0.519194	1.4233	0.670538	2.53574	2.68202	2.43995	1.56859	2.62309	0.502477	4.82331
