tracking_id	Inflammatory 1D NTX (a)	Inflammatory 1D NTX (b)	Inflammatory 2D NTX (a)	Inflammatory 2D NTX (b)	Inflammatory 2D NTX ©	Inflammatory 3D NTX (a)	Inflammatory 3D NTX (b)	Inflammatory 3D NTX ©	Inflammatory 4D NTX	Inflammatory 5D NTX	Inflammatory 6D NTX	Inflammatory 7D NTX (a)	Inflammatory 7D NTX (b)	Inflammatory 10D NTXs
Mcm6	16.8649	18.0093	35.9671	53.2113	37.8671	28.7129	49.0475	32.6882	32.9567	17.9894	81.9404	29.3404	38.4876	21.7358
Mcm7	6.02448	13.1837	15.4476	20.4237	15.962	21.9437	31.9228	19.1934	34.937	11.2278	0.001	22.449	33.0452	18.5028
Mcm8	0.554747	0.0188007	0.495313	0.620264	0.713315	0.39354	0.455717	0.471537	0.346192	0.702272	0.001	0.173251	0.049036	0.523709
Mcm9	2.33571	2.59424	2.52267	2.50581	1.85026	1.52246	2.28319	2.36228	2.12667	1.64258	0.001	1.76966	2.61517	2.74747
Mcmbp	12.123	13.3715	12.2225	14.1773	11.2607	11.0092	13.9028	16.7155	14.5567	12.266	0.001	10.2684	15.9505	15.7694
Mcmdc2	1.10949	0.001	0.0482827	0.323544	0.359439	0.0788418	0.179595	0.0825998	0.0347094	0.283484	0.001	0.439297	0.664144	0.22143
Mcoln1	15.7569	21.8307	26.5768	24.6497	27.4321	30.7606	32.6595	21.3514	16.9343	23.8546	0.001	18.5467	12.1589	18.691
Mcoln2	9.38905	5.22179	6.55151	8.83641	4.9825	4.48092	6.42882	6.08705	5.61328	7.23985	0.001	6.148	2.96854	5.55656
Mcoln3	0.001	0.221432	2.60228	2.84452	1.93423	2.84201	3.64537	3.9972	1.39741	5.50392	0.001	1.69317	0.353359	0.524112
Mcph1	1.7995	1.66073	2.10116	2.55965	1.95346	1.59112	2.82819	2.17517	1.8065	2.34399	0.001	1.82729	1.53208	2.26354
Mcpt-ps1	0.205492	0.001	0.001	0.001	0.001	0.001	0.0770329	0.001	0.0894292	0.001	0.001	0.001	0.56019	1.17889
Mcpt1	0.001	0.001	0.001	0.001	0.001	0.218731	0.16723	0.230947	2.91087	0.001	0.001	0.605327	0.001	0.001
Mcpt2	0.001	0.001	0.001	0.001	0.001	1.32752	0.238995	1.17594	6.30988	0.1202	0.001	0.647845	0.124185	0.0437391
Mcpt4	30.4389	36.1504	11.5258	13.0944	18.698	18.8038	9.91969	13.8109	115.365	8.65027	0.001	294.672	277.953	350.901
Mcpt8	1.15067	0.939516	0.169398	0.161507	0.0950633	1.12323	0.287133	0.59504	5.41618	0.144031	174.032	10.4603	25.6559	1.67628
Mcpt9	0.001	0.001	0.001	0.001	0.001	0.0171079	0.001	0.0134603	0.001	0.001	0.001	0.001	0.001	0.0352199
Mcrs1	15.9302	27.6826	23.534	26.0292	22.1985	21.9523	24.478	18.8091	23.2121	20.6514	0.001	28.5836	24.0768	14.8021
Mctp1	4.63919	1.84907	5.32201	5.15184	6.91526	0.973335	3.29346	5.21254	2.55303	5.60246	0.001	1.46407	3.02223	3.37639
Mctp2	0.896509	0.455103	0.308309	0.0393888	0.0225789	0.301038	0.228073	0.183514	0.851984	0.292174	0.001	0.793802	3.62048	2.34422
Mcts1	61.9072	22.8646	46.5388	48.8224	38.2248	29.4954	19.6843	32.2091	23.872	44.028	0.001	37.7876	26.0249	28.6594
Mcts2	1.84357	0.639207	1.26537	0.861404	0.914508	1.30035	0.537483	0.397855	1.06967	1.07727	0.001	2.89541	3.74911	2.57414
Mcu	7.73493	5.3872	4.51722	4.03949	5.11881	1.97027	3.76478	3.40414	3.54942	2.60767	0.001	2.51962	4.37324	6.23771
Mdc1	2.1497	3.94034	3.35086	3.5466	2.01817	3.97433	4.84953	3.90257	3.56916	3.71834	0.001	3.21615	5.36295	3.81095
Mdfi	0.001	0.329665	0.189123	0.271152	0.262476	0.310611	0.512928	0.531051	0.411934	0.239184	0.001	1.50883	0.738035	0.087112
Mdfic	58.4437	35.694	60.3312	60.3491	71.9234	27.5873	43.0876	71.9245	33.2044	54.9064	34.2014	24.3966	14.3644	27.91
Mdga1	0.157221	0.361078	0.453154	0.3594	0.617521	1.09279	1.08422	0.66698	0.706541	0.391768	0.001	0.745314	0.43383	0.42867
Mdga2	0.001	0.001	0.001	0.001	0.001	0.001	0.00982805	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Mdh1	53.9072	45.1832	88.1606	100.323	102.954	62.2635	79.8195	72.7479	68.5784	79.7246	62.9818	107.133	64.7049	55.2274
Mdh1b	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Mdh2	154.718	312.975	169.663	196.861	204.628	187.183	186.196	111.551	174.133	98.4553	204.865	153.152	148.767	112.954
Mdk	0.880479	0.458781	1.81616	1.55776	2.53676	2.5127	1.15737	1.27936	1.00437	3.86586	0.001	11.2087	3.2436	2.09301
Mdm1	5.19509	3.01938	1.6042	2.18354	2.03002	0.575189	1.55172	1.24217	1.00711	1.83157	0.001	2.54906	1.06652	2.61103
Mdm2	170.982	33.931	72.7299	51.8456	84.0961	15.7405	19.7961	19.692	17.4179	28.2109	0.001	11.7338	13.306	53.1112
Mdm4	6.99758	3.04789	3.19424	4.02352	2.5797	1.77348	2.84771	4.20499	4.24753	4.91416	33.6292	4.73559	7.383	8.11046
Mdn1	2.51423	2.23853	1.42454	1.58386	0.916369	0.665741	1.11426	0.868557	0.852848	0.852609	12.4515	0.531653	1.63356	1.25598
Mdp1	10.1102	11.7914	12.0203	13.6764	11.5755	18.4046	12.1946	16.1673	21.73	19.2422	0.001	25.1852	23.1699	15.8525
Me1	0.62704	0.34991	0.335932	0.464687	0.308266	0.324641	0.523357	0.461879	0.356948	0.312694	0.001	0.763738	0.320214	0.228017
Me2	17.1566	12.8926	16.8637	17.347	20.4923	13.8954	16.1931	17.5113	21.6981	13.4299	0.001	9.61909	29.8732	20.9663
Me3	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0467899	0.0262167	0.0229895	0.001	0.0624308	0.0588065	0.0167663
Mea1	55.6422	76.8945	79.8917	72.1451	63.6916	92.2969	52.816	38.1898	56.9056	50.261	520.456	71.0752	46.5471	31.311
Meaf6	11.4374	16.4819	14.764	14.2335	15.6047	18.5121	13.4396	12.5179	22.5326	14.5851	0.001	19.4441	18.2668	21.569
Mecom	0.30317	0.093416	0.001	0.051909	0.178741	0.10296	0.0445975	0.0692105	0.219749	0.0226712	0.001	1.29293	0.0695887	0.0165343
Mecom	0.141901	0.001	0.001	0.001	0.001	0.001	0.105647	0.001	0.001	0.001	0.001	0.001	0.001	0.0387399
Mecp2	2.19972	2.25245	2.70121	2.64413	1.98321	2.44244	3.16233	3.6954	3.4856	3.31698	55.5576	2.32312	3.9933	3.06528
Mecr	8.37622	15.6632	11.6531	14.9739	13.1617	17.1079	16.0272	8.38172	9.67586	8.92012	0.001	11.1619	8.54368	5.74511
Med1	11.4162	8.34354	8.31257	6.44726	6.3768	4.12346	6.78272	10.2876	5.4497	5.66724	0.001	3.63615	7.25274	7.57845
Med10	40.3706	32.2322	43.6955	32.4603	40.559	40.2115	29.5764	35.5963	38.6721	26.6988	167.696	23.1993	36.0566	37.1762
Med11	30.1314	37.3629	49.341	40.5957	38.9459	53.6645	36.65	37.0735	51.8975	33.0621	0.001	49.7259	47.5686	35.254
Med12	6.49419	8.72821	6.145	6.0901	5.08103	7.32749	8.37156	7.13907	8.91736	5.89306	0.001	4.53571	12.845	9.03618
Med12l	0.230882	0.152255	0.0459096	0.0880064	0.0377755	0.0932853	0.0941652	0.175333	0.0709535	0.11505	0.001	0.0781911	0.15185	0.10841
Med13	11.3031	4.54805	6.88955	5.34411	5.26359	2.41635	5.78954	7.55141	3.89049	6.58562	0.001	1.89901	3.8825	6.51815
Med13l	14.3595	10.9086	9.75611	7.40762	5.51249	2.87701	7.17961	5.48545	5.4783	6.75343	0.001	3.28024	5.12748	11.7181
Med14	5.40015	2.5396	3.51309	3.69677	3.38723	2.39477	4.3344	5.2586	4.16893	4.20039	0.001	2.39272	4.46332	4.80793
Med15	34.6461	59.0314	34.5916	29.3694	32.3613	41.1351	41.2585	33.8642	36.7833	27.1919	0.001	17.6567	32.5251	32.9859
Med16	5.16389	17.2567	8.34651	12.0722	9.14108	12.6354	16.3659	11.0154	13.4988	10.4464	0.001	9.76362	10.3894	8.6299
Med17	7.12955	8.53402	6.21483	8.3814	6.49706	7.40606	7.08004	8.8799	9.15362	6.4969	0.001	7.51946	7.7224	7.6071
Med18	0.0854508	0.113292	0.152119	0.363717	0.252661	0.249253	0.442598	0.785392	0.18334	0.447961	0.001	0.346444	0.657459	0.932599
Med19	4.84418	6.02303	6.56698	6.1093	6.34867	10.6073	9.57406	9.36118	9.90516	7.4566	119.11	7.47285	5.13549	6.83075
Med20	5.78918	6.3277	7.73867	9.28549	6.48107	11.6526	8.01736	8.37673	11.8068	8.04816	0.001	10.9032	12.1756	9.41931
Med21	36.3	8.70219	25.544	24.8704	35.8152	17.4217	14.5587	28.7895	16.1712	18.7618	0.001	24.5705	19.4569	25.5095
Med22	5.81049	5.46855	9.1479	13.2071	5.69635	7.42813	12.4524	8.05802	12.3843	13.5262	0.001	12.561	8.34074	5.33318
Med23	6.10687	7.54903	5.9149	6.67093	4.0991	5.65558	6.93124	6.35901	5.56207	4.94388	0.001	4.96121	5.98927	5.66705
Med24	8.36504	16.0723	9.00001	10.7656	8.47851	12.7787	13.7258	9.69549	11.2728	7.50839	0.001	7.35908	15.0093	9.60314
Med25	5.52275	19.1941	11.9279	14.1391	11.6572	14.6643	16.9485	12.1385	16.0176	12.8134	0.001	13.1961	10.1732	8.85479
Med26	3.23808	4.47876	3.13156	3.53685	2.18925	3.64579	3.59475	3.68533	5.24379	3.12892	0.001	2.64736	5.6516	4.24391
Med27	16.9465	18.1816	14.1856	10.986	9.14457	11.7849	9.80076	6.70357	13.7699	7.44052	0.001	13.2351	20.2364	13.447
Med28	10.0118	12.9489	11.8867	13.499	13.3136	10.5262	9.28489	7.64013	8.76193	9.26507	0.001	13.8931	11.6241	8.27838
Med29	12.1657	12.5645	12.0563	9.93683	10.2249	17.5409	10.2715	8.65248	10.8312	7.65282	56.4239	11.6829	12.272	10.2737
Med30	17.5516	14.7284	21.1694	16.4898	23.7327	17.1274	15.861	17.9917	21.6637	19.768	0.001	21.0586	26.0703	23.4195
Med31	5.83488	4.48402	4.71688	5.60419	5.06026	5.3669	3.08504	3.59409	5.76062	3.11105	0.001	6.29927	5.61193	5.91091
Med4	10.4331	7.43239	8.15964	11.3592	9.627	10.9825	8.03799	9.41188	7.32323	8.83909	0.001	11.2541	12.1626	8.63523
Med6	14.7735	7.17661	12.2673	13.0098	9.13484	10.0506	6.8835	12.8339	10.2513	15.0098	0.001	13.3844	10.4924	11.345
Med7	8.58873	3.42308	6.04938	4.6967	7.38585	3.24568	2.53957	5.71566	3.04839	5.54316	50.5134	6.00555	4.95006	7.76657
Med8	19.9972	21.6132	25.3671	29.6519	19.9924	22.6641	16.1915	14.7125	16.1675	16.0091	0.001	22.6137	11.2929	12.4164
Med9	3.44916	6.11968	4.41596	6.05173	6.22614	7.97508	7.33901	5.44897	7.63738	5.02485	0.001	5.34297	4.86876	3.18105
Medag	3.09894	0.357214	0.425527	0.814861	0.961288	1.04154	0.649955	1.47234	1.18139	3.06752	0.001	4.64477	1.07799	0.780188
Mef2a	43.942	29.86	27.0408	25.2385	25.2466	9.03337	26.914	42.6203	16.1848	30.8406	0.001	5.81024	7.33209	21.2238
Mef2b	0.112564	0.149578	0.0999982	0.0955649	0.0555581	0.054779	0.125344	0.001	0.001	0.001	0.001	0.001	0.0868664	0.182113
Mef2c	7.87381	4.19815	7.3428	7.71385	6.75837	3.41897	8.52863	15.0804	6.53728	12.806	0.001	6.7951	4.93805	8.71214
Mef2d	19.6337	43.3308	27.4878	20.4436	23.3947	30.3413	30.1478	23.6729	24.4067	18.8871	0.001	8.91648	36.5846	37.8717
Mefv	48.8879	18.3141	19.3097	14.7063	14.364	15.7687	7.79692	13.9303	13.0847	14.8319	0.001	8.36135	11.0078	14.439
Meg3	0.161085	0.001	0.001	0.243851	0.213092	0.224941	0.302654	0.377712	0.173042	0.737546	0.001	1.62697	0.794869	0.228223
Megf10	0.0175926	0.001	0.0157364	0.0150808	0.0172748	0.0682496	0.0646095	0.020051	0.04494	0.28933	166.321	0.464647	0.410018	0.0527637
Megf11	0.176706	0.0194343	0.0816646	0.0757068	0.0216967	0.0179894	0.0700737	0.0839605	0.0949082	0.0330281	0.001	0.41005	0.0395204	0.0490766
Megf6	0.0192648	0.001	0.0861502	0.0165114	0.001	0.00934267	0.021229	0.0219612	0.032814	0.115216	0.001	0.978431	0.0441704	0.001
Megf8	1.47951	2.17586	1.78074	2.95318	1.82518	1.95524	4.19575	1.92898	2.64643	4.03206	22.4751	2.82007	1.23005	1.79556
Megf9	0.758478	1.63176	2.94747	2.9368	2.52284	0.606411	2.5472	3.74095	0.91463	1.46859	0.001	0.72452	1.12815	2.2998
Mei1	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Mei4	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0333886	0.001	0.001	0.119693	0.0973797
Meig1	0.23846	0.532817	0.001	0.399758	0.001	0.11659	0.179436	0.093006	0.001	0.001	0.001	0.001	0.0931816	0.0651662
Meiob	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Meis1	0.365698	0.539087	0.145134	0.173741	0.387917	0.40215	0.424881	0.511871	0.825248	0.151965	0.001	1.53885	0.700685	1.35346
Meis2	0.0869643	0.0127492	0.001	0.001	0.0131355	0.0562636	0.001	0.001	0.0989136	0.0433413	0.001	0.175927	0.32592	0.370657
Meis3	0.800053	1.06031	1.63854	1.90807	1.10361	1.55548	2.24822	0.826726	2.67614	3.59445	0.001	5.19078	2.95306	2.33559
Melk	0.611225	0.207213	2.0144	3.41554	2.26588	1.98578	5.00617	2.95753	3.71587	1.72359	0.001	1.71776	2.8107	2.16715
Memo1	44.5473	24.9292	26.9581	30.5499	32.5202	13.1408	15.8559	17.5659	12.4001	16.6133	0.001	15.6992	13.4274	14.9308
Men1	2.45862	6.4951	3.9994	6.26386	4.34696	8.43902	8.06252	7.43632	10.7298	5.14906	0.001	9.41624	12.8879	8.15072
Meox1	1.32835	0.251191	0.225575	0.323823	0.684949	0.675977	0.350188	0.74899	0.62269	1.37297	0.001	11.6772	0.849784	0.517648
Meox2	2.36803	0.5745	0.739126	0.45479	1.36921	0.575051	1.02648	1.33349	1.39295	1.72788	0.001	8.76816	1.06756	0.791267
Mep1a	0.001	0.001	0.001	0.001	0.069137	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0127815
Mep1b	0.001	0.001	0.0543303	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Mepce	17.1422	6.22433	16.8049	16.8658	6.5222	11.6029	12.9748	8.9447	27.8446	15.0787	0.001	35.41	17.7358	16.4922
Mepe	0.0851694	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Mertk	10.9053	9.9252	16.5173	25.2132	13.2505	18.0791	31.2552	51.8409	28.5745	39.8424	0.001	12.0768	3.05112	13.4246
Mesdc1	6.24913	16.1548	7.43311	9.10238	13.0607	7.42759	8.2674	5.62679	6.54504	9.13739	0.001	8.62553	6.12738	10.225
Mesdc2	5.10875	6.08867	9.3449	11.1264	8.45449	11.6824	11.3162	9.61614	11.069	9.53959	0.001	13.8334	9.93161	6.80257
Mesp1	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Mesp2	0.001	0.001	0.001	0.001	0.0359315	0.0354547	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Mest	2.15094	0.807319	0.778082	1.09248	2.14643	7.65948	3.09755	3.59877	5.42695	18.1063	404.886	31.744	8.34915	1.55481
Met	8.54991	2.01625	2.3706	2.37415	1.19392	0.918218	1.57405	2.37814	1.34949	1.37076	0.001	0.80975	1.17293	0.521673
Metap1	16.9684	13.0519	14.4123	13.7041	18.8556	7.60786	9.43467	8.33598	8.83108	7.62636	0.001	8.25062	9.16817	10.6317
Metap1d	5.19474	3.92248	4.82263	4.70808	5.24569	6.43616	4.86569	4.53889	3.45814	5.75212	0.001	8.36765	4.83035	5.70362
Metap2	27.013	13.8336	22.9609	26.9326	23.254	13.0389	14.1322	19.1409	11.5815	21.0602	46.1936	14.6414	9.51056	13.537
Metrn	1.40171	4.7729	6.0366	7.5096	8.19296	7.50212	11.8367	6.50018	7.97898	6.30224	0.001	10.9208	9.18791	5.73812
Metrnl	138.723	193.952	141.41	108.817	128.305	91.8122	58.9205	50.3293	55.6291	71.4736	0.001	66.3851	61.689	84.2795
Mettl1	14.6604	20.0463	13.752	17.0362	10.0072	9.76849	8.48669	6.09251	6.82545	5.36906	0.001	7.94911	7.01304	5.66408
Mettl10	10.9024	3.58127	6.27598	6.35194	5.7393	4.48357	2.42449	5.07656	4.09758	6.05318	0.001	2.86499	6.95727	6.18479
Mettl11b	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Mettl13	2.01873	1.93158	2.41676	2.22974	1.0655	1.79285	2.41324	2.02777	2.75618	3.35229	0.001	4.59676	1.45316	1.97409
Mettl14	2.88959	2.64065	2.76566	2.78229	2.48102	3.9541	2.94393	3.62763	3.9078	4.8353	0.001	3.19852	3.00148	4.09836
Mettl15	0.673775	0.231421	0.933624	0.956996	1.36424	1.12781	0.857627	1.88987	1.0909	1.5694	0.001	1.66994	0.632924	1.32757
Mettl16	9.97315	9.15002	8.17671	8.4338	7.69422	6.41532	6.10147	4.84632	5.9932	4.69689	0.001	4.9316	5.72505	6.4759
Mettl17	2.30394	1.72351	4.81023	2.41315	4.32392	4.09302	4.165	3.97195	5.09721	3.3184	0.001	3.77188	5.59246	6.5282
Mettl18	0.399639	0.0442003	0.26651	0.679414	0.739119	1.02054	0.592348	1.1115	1.97546	1.34733	0.001	2.2268	1.8476	0.490754
Mettl2	4.3362	3.50628	3.85316	4.78638	3.65293	3.31618	3.72779	2.9233	3.28702	4.09839	45.7519	3.76208	4.38606	3.69467
Mettl20	1.11663	0.754206	1.393	1.41706	0.988044	0.834159	1.32255	2.16539	2.00296	2.25657	0.001	1.47995	2.65298	2.16727
Mettl21a	1.08522	1.59478	1.89053	2.64866	2.08438	1.93205	2.62874	3.42984	2.95985	4.09864	0.001	4.92904	1.90199	2.31158
Mettl21c	0.001	0.001	0.001	0.001	0.001	0.001	0.052184	0.001	0.001	0.001	0.001	0.001	0.0542395	0.001
Mettl21d	11.5339	15.8289	10.7496	11.1482	15.4825	19.4168	11.8315	10.3471	13.4706	9.55158	0.001	6.96928	11.1656	10.6946
Mettl21e	0.00476186	0.002098	0.0112088	0.001	0.0136958	0.00231134	0.00919256	0.001	0.00640484	0.001	0.001	0.001	0.00446882	0.00849611
Mettl22	2.92539	3.18863	3.19852	2.77005	2.77649	3.94231	2.171	2.63689	3.48726	3.28862	0.001	2.05095	3.21187	1.87319
Mettl23	14.7737	19.02	19.3748	18.9959	16.1451	16.9174	13.7029	13.6796	20.6903	20.9459	0.001	31.0833	26.8821	18.1107
Mettl24	0.001	0.001	0.001	0.001	0.001	0.001	0.0701532	0.001	0.001	0.001	0.001	0.001	0.0729415	0.001
Mettl25	3.86151	2.58722	3.07253	3.6456	2.41048	2.07715	1.98632	2.34569	2.00824	1.85826	0.001	2.65731	3.0985	2.59593
Mettl3	6.06053	8.88706	8.87692	6.35554	7.68304	8.8	5.30002	6.63039	8.20535	5.00617	0.001	6.07534	13.0301	8.85574
Mettl4	1.69265	1.14916	2.08918	1.88822	2.05097	1.29665	2.37921	2.88514	1.33776	1.99788	0.001	1.71677	1.97446	1.90023
Mettl5	8.9317	3.75284	7.47486	6.85841	7.7153	6.01726	3.27179	6.96668	4.0783	8.40887	0.001	7.55259	5.60385	9.13493
Mettl6	12.476	5.54199	11.577	9.99993	11.7402	8.08363	9.79649	12.6389	8.62464	10.8973	0.001	7.98156	7.36235	8.46859
Mettl7a1	4.13667	5.87901	7.89436	9.74234	11.5206	8.42494	13.842	17.0791	14.4417	15.0257	0.001	11.3626	12.3084	12.8998
Mettl7a2	0.0800548	0.176828	0.189262	0.238655	0.0788786	0.136188	0.0592007	0.0510642	0.137323	0.319703	0.001	0.081156	0.117991	0.138702
Mettl7a3	0.001	0.001	0.0298873	0.0428567	0.001	0.001	0.001	0.0257936	0.001	0.0629616	0.001	0.001	0.0906632	0.001
Mettl7b	0.001	0.001	0.001	0.001	0.001	0.059203	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Mettl8	1.79001	1.91408	3.64693	3.73729	3.18121	5.10903	4.84681	4.42971	4.89759	3.05703	0.001	3.31082	2.31581	3.11294
Mettl9	15.8202	8.5368	15.1303	19.8849	19.8471	10.9462	13.7706	23.4673	16.2384	21.0942	0.001	20.8585	11.8482	19.0081
Mex3a	0.138244	0.0202737	0.0206015	0.118439	0.0452625	0.111754	0.0931343	0.0262772	0.166866	0.137812	39.6706	0.234012	0.352319	0.106802
Mex3b	1.03376	0.420329	0.674647	0.544092	0.703607	0.250857	0.761129	0.651226	1.05221	1.84389	0.001	1.29152	1.35504	2.93852
Mex3c	23.4103	5.62591	11.4172	10.5691	12.8988	1.89047	5.13798	6.83647	3.78826	9.23531	0.001	5.29686	3.46202	11.2552
Mex3d	1.92235	7.32746	1.67919	2.53716	3.45155	1.17645	2.20047	2.1813	3.03313	2.00067	0.001	1.61189	1.56857	4.14856
Mfap1a	8.36177	5.0043	9.47185	8.56158	8.5136	7.73508	8.00639	14.4877	12.2305	12.1558	68.7431	9.83878	10.6858	9.35992
Mfap1b	7.91648	6.16353	10.6278	10.2315	7.50235	10.1739	9.74714	15.8288	13.1858	14.6631	131.274	11.108	12.7746	10.5224
Mfap2	0.435694	0.001	0.128689	0.614448	0.287231	2.95629	0.270428	2.07277	2.07245	3.81955	0.001	17.9908	2.51159	0.770566
Mfap3	4.47642	5.33195	5.44882	6.21489	4.27427	6.73799	8.4749	13.3878	11.2155	9.29757	0.001	6.00934	6.60438	5.08064
Mfap3l	0.0637449	0.285643	0.285073	0.491709	0.563578	0.216456	0.784951	0.573201	0.276567	0.603787	0.001	0.21276	0.056857	0.154209
Mfap4	0.479186	0.211931	0.852405	0.244496	0.330788	3.63553	0.461459	2.38858	3.91159	6.17416	0.001	30.8795	4.02291	1.49064
Mfap5	6.1217	0.688732	1.10679	1.76326	2.04733	11.5591	1.46162	8.60151	7.00515	14.3823	0.001	32.7923	4.31891	3.73762
Mff	25.7667	15.9113	24.1692	28.6271	28.9765	17.7305	20.0294	25.6159	19.6132	27.0315	266.022	28.0512	17.5858	21.2757
Mfge8	7.39796	13.2282	25.6321	41.4218	32.3326	67.0774	165.127	61.8344	78.6293	181.024	0.001	598.555	43.7492	71.1833
Mfhas1	7.16519	10.913	8.51896	8.35847	8.59283	3.82655	8.87841	5.91852	6.04158	6.59535	0.001	3.65996	2.5406	5.52226
Mfi2	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0177722
Mfn1	6.01062	3.50582	4.39266	5.57704	5.2077	4.19449	5.30253	7.11932	4.99889	5.64603	25.5409	5.77263	3.42058	3.92397
Mfn2	8.07179	13.1319	11.4644	12.0071	10.5404	12.9993	17.0892	10.5919	13.8063	9.77723	52.9663	8.91279	11.8004	9.01366
Mfng	4.10319	5.67631	4.20598	4.15547	3.73724	7.33708	6.58201	6.63499	16.1636	14.8974	0.001	23.3901	18.5695	12.9476
Mfsd1	141.29	92.0497	104.097	126.539	126.324	60.8705	90.2352	92.1268	61.5685	89.6486	0.001	56.2382	28.0107	55.3021
Mfsd10	8.5519	36.3654	16.4096	14.9691	18.1524	20.1771	17.2146	11.9283	22.5985	14.1453	0.001	23.3307	32.7838	18.5805
Mfsd11	16.2667	18.829	30.9292	37.8483	26.8041	21.9379	36.6671	27.6364	26.8855	29.4681	0.001	25.5235	6.66106	12.5778
Mfsd12	11.0121	34.9922	41.6061	42.6565	22.741	35.8793	74.5984	36.0822	48.4369	53.1945	0.001	23.3468	8.95656	20.6651
Mfsd2a	0.32551	0.172374	0.0580327	0.166608	0.0320464	0.221379	0.168227	0.001	0.16722	0.243643	0.001	0.001	0.724802	0.319664
Mfsd2b	0.0436672	0.0962009	0.0779719	0.111997	0.107349	0.0635881	0.001	0.0665628	0.0932368	0.0653322	0.001	0.088641	0.0501836	0.119093
Mfsd3	0.838308	2.13416	2.98924	2.75066	2.82501	2.13012	3.54667	1.65051	1.95988	3.23384	0.001	4.18595	1.83186	1.31931
Mfsd4	1.13872	1.287	0.683899	0.957983	0.622106	0.395949	1.06392	1.29597	0.631087	0.710523	0.001	0.840327	2.27345	1.76971
Mfsd5	21.7938	51.8017	34.4304	39.1424	38.2689	41.658	39.2391	35.0648	43.4724	30.1244	0.001	32.2247	20.9212	21.4821
Mfsd6	6.40196	5.3417	6.7762	7.76617	7.72448	4.27717	6.79302	11.9036	7.40878	4.49318	0.001	4.39106	5.89697	6.10663
Mfsd6l	0.136384	0.0300992	0.001	0.001	0.0671462	0.0662608	0.0755445	0.001	0.0292032	0.0510456	0.001	0.138313	0.10475	0.204628
Mfsd7a	3.41993	2.5054	1.673	1.93121	1.84536	2.57147	1.85098	2.12594	2.21715	2.55913	0.001	3.35786	2.94056	3.49056
Mfsd7b	20.2703	9.89666	15.5492	16.6435	17.7507	4.92564	10.0514	11.8295	8.11118	15.5783	0.001	5.82285	2.88826	9.66218
Mfsd7c	0.001	0.0174117	0.0353021	0.001	0.0971544	0.0767379	0.001	0.0150564	0.101233	0.0295673	0.001	0.240755	0.045409	0.0431209
Mfsd8	3.49334	1.61826	2.59882	3.2925	2.31226	1.34789	1.63315	3.14078	2.2762	3.68548	0.001	2.18183	1.407	2.30857
Mfsd9	0.173091	0.438513	1.04314	1.47987	0.616987	1.13423	2.34263	1.81385	1.5152	2.16883	0.001	1.75682	0.513858	0.672692
Mga	3.11453	1.41602	1.84949	1.81313	1.23998	0.719437	1.49575	2.6844	1.48942	2.41485	0.001	0.999601	1.28299	1.49546
Mgam	0.0613401	0.001	0.0182856	0.001	0.0602415	0.001	0.0225343	0.0699352	0.0435399	0.0611444	0.001	0.207684	0.375087	0.548212
Mgarp	0.242541	0.001	0.001	0.001	0.001	0.118068	0.0900842	0.0932798	0.313544	0.181814	0.001	0.245538	0.280942	0.139466
Mgat1	20.5683	29.6987	33.7007	37.1074	25.2256	27.1516	39.5336	39.7693	42.8374	39.2644	89.1402	56.1568	29.9313	27.0851
Mgat2	28.1055	20.8078	30.0631	35.8064	29.2334	14.0567	22.3943	26.0504	22.1583	22.3715	0.001	29.3201	14.9414	17.3453
Mgat3	0.001	0.0379321	0.001	0.001	0.0282258	0.0418099	0.042252	0.0109283	0.0734785	0.12889	0.001	0.001	0.153836	0.0548351
Mgat4a	5.8178	2.0883	3.65925	3.94098	4.4046	1.62	4.48055	8.00082	4.87458	6.01879	0.001	3.39328	2.42387	5.45471
Mgat4b	9.59008	21.8276	17.5147	18.6171	18.4532	24.5065	25.7071	20.0231	22.8033	22.6405	49.6567	27.3347	12.9631	17.1276
Mgat4c	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
