SPOT	Gene Symbol	0h	0.5h	3h	6h	12h
12616	HEY1	-0.246	-0.035	-0.454	-0.199	1.016
12617	KCNK2	0.055	-0.378	-0.126	-0.179	0.104
12618		-0.223	-0.758	-0.198	-0.264	-0.354
12619	RIMS2	-0.024	-0.097	-0.135	-0.06	-0.151
12620		0.107	-0.208	-0.076	-0.471	-0.679
12621	KIAA1854	0.055	-0.229	-0.081	-0.051	-0.183
12622		0.01	-0.34	-0.549	-0.18	-0.542
12623		-0.065	-0.342	-0.287	-0.038	-0.207
12624		-0.34	-0.031	0.139	0.677	0.669
12625	CYP11B1	-0.194	-0.031	0.11	0.03	0.209
12626	PPY	-0.274	-0.189	-0.011	-0.143	0.334
12627	ETV2	-0.102	-0.151	-0.2	-0.041	0.32
12628	CPA2	-0.559	-0.514	-0.54	-0.701	-0.28
12629	GP2	0.12	-0.094	-0.221	-0.002	0.09
12630	ESPL1	-0.383	-0.176	-0.455	-0.618	-0.401
12631	NR2C1	0.13	0.17	0.144	0.588	0.461
12632	MSTP9	0.059	-0.054	-0.139	0.072	0.316
12633	EPB49	0.164	-0.02	-0.181	-0.149	0.07
12634	AMT	0.08	-0.415	-0.211	-0.232	0
12635	LOC51035	-0.222	0.138	-0.187	-0.208	-0.18
12636	LMO4	-0.118	-0.737	-1.024	-0.557	-0.41
12637		0.252		-0.561	-0.971	-0.28
12638	RAB5C	0.827	0.743	0.836	0.892	0.851
12639	GGT1	0.057	-0.322	0.08	-0.104	0.208
12640	RES4-22	-0.013	-1.742	0.071	-0.002	-0.165
12641	TNFSF9	-0.174	-0.342	-0.33	-0.035	0.035
12642	BMP5	-0.201	-0.903	0.094	0.01	0.521
12643		0.131	0.297	0.081	0.18	-0.023
12644	TRADD	0.267	-0.201	-0.274	-0.058	0.414
12645	EFNA1	0.188	-0.017	0.373	0.083	0.14
12646	EIF3S2	0.057	0.483	0.37	0.311	0.026
12647	PACE4	-0.324	-0.191	0.097	0.033	0.117
12648	RELB	-0.055	-0.23	2.574	2.44	1.572
12649		0.079	0.091	0.064	-0.109	0.13
12650		-0.29	-0.04	-0.068	-0.153	0.057
12651	FLJ20373	0.041	0.235	0.305	0.109	-0.174
12652		0.743	-0.459	-0.521	0.01	1.273
12653		-0.23	-0.056	-0.326	-0.477	-0.062
12654		-0.026	0.334	0.296	0.358	0.166
12655		0.181	0.612	0.287	0.409	0.302
12656	YWHAZ	0.037	0.526	0.643	0.784	0.538
12657	MKRN2	0	0.232	-0.033	0.07	-0.049
12658	ZNFN1A4	-0.035	0.079	-0.117	-0.015	0.003
12659	PISD	-0.077	-0.263	-0.031	-0.146	0.107
12660		0.077	-0.098	0.066	0.519	0.465
12661	AP1G2	0.029	0.345	-0.06	-0.084	0.06
12662	FLJ22029	-0.163		-0.487	-0.853	-0.709
12663	FABP4	-0.104		-0.523	-0.191	0.363
12664		-0.173	1.273	-0.046	0.052	0.143
12665	ABCA7	0.266		0.519	0.79	1.692
12666	USP21	-0.11	-0.431	-0.411	-0.322	0.072
12667	FSD1	-2.433	-2.555	1.986	0.049	2.082
12668		-0.193	-2	-0.067	0.502	1.732
12669	BSN	-0.436	-1.422	-0.321	-0.21	0.308
12670	ADAR3	-0.386	-0.804	-0.171	-0.163	1.415
12671		0.242	-0.659	-0.184	-0.055	0.817
12672		-0.137	-0.831	-0.405	-0.291	-0.631
12673	LBP-32	0.415	0.114	0.391	0.752	0.513
12674	CXCR4	0.477	0.029	0.014	-0.009	0.286
12675	ARHB	0.365	0.503	1.425	1.391	1.32
12676	HCLS1	-0.169	-0.304	-0.215	0.036	-0.13
12677	TAGLN	0.001	-0.046	0.666	1.02	1.178
12678	ANK3	0.015	0.077	-0.069	-0.551	-0.282
12679		0.112	0.191	1.056	0.785	0.368
12680	DDR1	0.147	0.079	0.698	0.438	0.449
12681	FGF12	-0.034	0.111	0.179	0.347	0.433
12682		-0.041	0.061	0.132	0.015	0.277
12683	SFRP1	-0.267	-0.525	-0.228	0.023	0.356
12684	PKIB	-0.452	-0.022	-0.485	-0.224	0.339
12685		0.614	0.655	0.644	0.682	0.301
12686	C21orf23	0.169	-0.261	-0.194	-0.428	-0.04
12687		0.229	-0.019	-0.108	-0.102	0.179
12688		0.028	-0.652	-0.35	-0.392	0.03
12689	C20orf13	0.058	1.017	0.576	0.832	0.148
12690		0.008	-0.335	-0.052	0.072	0.249
12691		0.113		0.07	-0.223	0.103
12692	NX17	-0.102	-1.737	-0.371	-0.377	-0.247
12693		-0.074		-0.191	-0.332	0.41
12694		0.07	0.115		0.385	2.111
12695		-0.05		-0.263	-0.051	0.52
12696		-0.116	2.954	-0.014	0.096	-0.073
12697		0.013	-1.335	-0.269	0.229	0.023
12698		-0.165	-0.909	-0.518	-0.613	0.368
12699		-0.17	-0.692	-0.22	-0.341	0.267
12700		-0.118	-0.266	-0.187	-0.112	0.182
12701		-0.466	0.041	-0.173	-0.225	0.26
12702		-0.069	-0.174	-0.127	0.021	0.387
12703		-0.387	-0.297	0.028	-0.029	0.305
12704		-0.527	-0.239	-0.404	0.228	0.045
12705		-0.273	-0.036	-0.195	-0.141	0.162
12706		-0.307	0.047	-0.28	-0.293	-0.214
12707		0.182	-0.169	-0.063	0.226	0.525
12708		-0.239	-0.049	-0.519	-0.518	0.392
12709	DRD2	-0.284	-0.222	0.054	-0.121	0.04
12710		-1.017	-0.278	-0.188	-0.199	0.364
12711		-0.426	-0.561	-0.573	-0.142	0.235
12712		0.704	1.404	0.647	-0.172	1.71
12713		0.7	1.542	0.238	0.794	2.149
12714		0.009	0.202	0.103	0.016	0.076
12715		0.286	-0.192	-0.064	-0.083	0.285
12716	SET	-0.145	0.177	-0.171	-0.362	-0.393
12717		-0.008		-0.173	-0.093	-0.174
12718		-0.074	-1.164	-0.367	-0.119	0.63
12719		0.042	-1.89	-0.289	-0.253	-0.17
12720		-0.162	2.059	-0.438	-0.477	0.08
12721		-0.036	0.848	0.028	0.236	0.201
12722		-0.098	1.379	-0.075	-0.186	0.052
12723		-0.078	1.459	-0.313	-0.057	0.508
12724		0.202		0.026	-0.369	0.618
12725		1.415		1.864	0.892	3.707
12726		-0.174	-1.197	-0.144	-0.378	0.196
12727		-1.195	-2.637	0.498	-0.503	3.285
12728	ETV3	0.067	-0.757	0.052	0.294	-0.108
12729	LY6G6D	0.081	0.062	-0.121	-0.057	-0.049
12730	DKFZP564C196	0.142	-0.175	-0.017	0.261	0.119
12731		0.004	-0.256	-0.005	-0.145	0.471
12732	DKFZP564C196	0.108	-0.211	0.104	0.149	-0.016
12733		-0.117	0.079	0.039	0.169	0.38
12734		-0.099	-0.163	-0.035	0.11	-0.126
12735		0.197	-0.244	-0.08	0.055	0.103
12736		-0.624	0.098	-0.209	-0.672	0.78
12737	KCNMB2	-0.148	-0.672	-0.135	-0.339	0.172
12738	ASCL1	0.077	0.245	-0.108	-0.201	0.275
12739		0.04	0.158	0.1	0.037	0.14
12740	CRADD	0.062	0.243	0.191	0.09	0.052
12741		-0.137	0.023	0.126	0.147	0.194
12742		0.267	0.129	0.229	0.021	0.297
12743		-0.196	-0.329	-0.124	0.104	-0.086
12744		0.242	0.057	-0.033	0.328	1.649
12745		-0.181	2.558	-0.565	-0.56	0.785
12746	C1orf8	0.167	0.201	-0.055	-0.12	-0.092
12747		-0.06	-0.106	-0.127	-0.027	0.121
12748		0.216	-0.415	-0.294	-0.308	-0.113
12749		-0.182	0.585	-0.448	-0.095	-0.242
12750		0.069	-1.222	-0.141	-0.03	-0.091
12751		-0.389	-0.923	-0.249	-0.301	0.242
12752	KRT7	0.004		1.264	0.669	0.94
12753	DNAJA2	-0.131	0.044	0.143	-0.195	0.281
12754		-0.115	-1.737	-0.237	-0.217	0.334
12755		-0.089		-0.094	-0.375	-0.241
12756		-0.125	-1.478	-0.119	-0.316	0.297
12757		-0.07	-0.179	-0.327	-0.32	-0.556
12758		0.346	1.941	2.319	4.066	1.743
12759	TPO	0.189	0.255	-0.105	0.193	0.433
12760		0.174	-0.658	-0.174	-0.168	-1.196
12761		-0.366	-0.925	-0.239	-0.132	1.331
12762		-0.095	-0.052	-0.075	-0.36	0.22
12763		-0.154	0.37	0.234	1.606	2.511
12764		-0.154	-0.199	-0.373	0.401	0.469
12765		-0.308	0.028	-0.106	0.293	-0.101
12766		-0.05	3.532	0.255	-0.205	1.337
12767		-0.706	-0.198	-0.421	-0.4	0.994
12768	TUBGCP3	-0.011	0.327	-0.031	-0.335	-0.222
12769	MUC5B	-0.161	-0.186	-0.124	-0.05	0.161
12770	GUCY2C	0.19	-0.321	-0.422	-0.132	0.049
12771	FAM3D	-0.378	-0.173	-0.145	-0.081	-0.228
12772		0	-0.367	-0.624	-0.079	0.291
12773		-0.043	-0.307	-0.549	0.161	-0.07
12774	HXCP2	-0.079	-0.477	0.234	0.127	-0.115
12775	FIZZ1	-0.306	-0.164	-0.255	-0.092	0.507
12776		-0.051	-0.397	-0.302	-0.268	0.3
12777	CDX1	0.598	0.39	-0.427	-0.233	1.629
12778		0.063	-0.778	-0.188	-0.31	0.088
12779		-0.137	-0.737	-0.12	-0.12	0.009
12780		0.326	0.67	-0.463	-0.566	-0.175
12781		0.131	-0.07	0.009	0.005	0.045
12782		-0.003	-1.344	-0.24	-0.23	0.106
12783		-0.134		-0.186	-0.355	0.173
12784		0.007		0.405	0.386	0.086
12785	ING1	-0.323	-0.578	-0.213	-0.098	0.221
12786	PPP4R1	0.256	0.609	0.897	1.208	0.797
12787	NAP1	0.023	-0.101	-0.275	0.119	-0.131
12788		-0.021	-0.069	0.038	-0.153	0.173
12789	GBA2	0.228	0.108	0.406	0.644	0.469
12790		-0.075	0.014	-0.061	-0.366	0.052
12791		-0.186	-0.261	0.091	0.348	0.008
12792		-0.576	0.208	0.068	0.653	0.169
12793		0.051	-0.021	-0.057	-0.197	-0.266
12794		0.21	-0.177	0.141	0.244	0.302
12795		-0.088	-0.202	-0.309	-0.213	0.403
12796		0.321	-0.041	-0.724	-0.142	0.136
12797		-0.009	-0.104	-0.284	-0.08	0.191
12798	EPS8R3	0.301	0.137	0.234	0.443	0.622
12799	FGF12	0.445	0.338	-0.503	0.461	2.474
12800		0.153	-0.387	0.312	-0.159	0.474
12801	MAP2K1	-0.259	-1.437	-0.182	-0.245	0.676
12802		0.12	0.424	0.623	0.816	0.497
12803		-0.172	0.472	0.372	0.282	0.3
12804		0.068	-0.234	-0.138	-0.095	-0.339
12805	FLJ21603	-0.176	0.239	-0.186	0.023	-0.086
12806	ATP6V1B1	-0.044		0.076	-0.014	0.623
12807	PPP1R16B	-0.088	1.107	0.28	-0.224	-0.157
12808		-0.005		-0.587	0.119	-0.314
12809		0.164	0.848	0.081	0.207	0.298
12810		0.037	1.138	-0.227	-0.127	0.336
12811		0.189	1.1	0.233	0.038	0.198
12812		0.302		0.265	0.337	0.164
12813		0.223	0.025	-0.078	-0.096	0.033
12814	GNG10	0.185	-0.006	0.076	0.025	0.142
12815		0.159	-0.074	-0.308	-0.137	0.868
12816	MGC4840	0.031	0.154	0.095	0.122	-0.345
12817		0.112	0.019	-0.351	-0.189	0.133
12818		-0.08	0.09	-0.103	0	-0.104
12819		-0.027	-0.023	-0.043	-0.13	0.223
12820		-0.05	-0.116	-0.204	0.032	0.471
12821		-0.212	-0.073	-0.041	-0.256	-0.32
12822		-0.644	-0.272	0.044	-0.239	-0.216
12823		-0.446	-0.141	-0.37	-0.03	0.024
12824		-0.433	-0.351	-0.357	-0.112	0.11
12825		0.021	-0.317	-0.256	-0.373	0.781
12826		-0.053	-0.002	-0.177	-0.269	0.036
12827		-0.045	-0.582	-0.223	-0.159	0.109
12828		-0.208	-0.269	-0.17	-0.179	-0.062
12829		-0.145	-1.531	0.706	0.403	2.057
12830		0.666		1.121	1.38	0.955
12831		0.415		-0.183	0.984	2.704
12832		0.193	1.038	0.754	-0.731	2.764
12833		-0.034	1.93	-0.713	0.301	1.522
12834		0.678	0.445	0.794	0.396	1.784
12835		-0.885		-0.263	-0.543	0.585
12836		0		2.028	0.422	1.084
12837		0.222		1.304	0.605	2.599
12838		-0.426		0.523	0.422	1.548
12839		-0.092	-2.863	1.73	0.59	1.231
12840		-0.16	-2.855	0.979	0.37	2.663
12841		-1.202				
12842		-1.273		2.954		2.954
12843		1.322	0.248	-0.294	3.925	-2.379
12844			-4.755		-0.815	
12845		-0.897	0.71	-2.938	-0.411	
12846		-0.641		-3.651		
12847			-0.485		1.159	
12848		3.273				
12849			-0.848	-1.446	0.763	
12850			-1.158	2.35	-1.748	-1.115
12851		0.762	-1.848			1
12852		0	1.585	-2.294	0.538	-1.273
12853	RPS5	0.088	0.195	-0.102	-0.11	-0.263
12854	RPL31	0.288	0.207	0.081	-0.149	-0.206
12855	RPL21	0.011	0.111	0.104	-0.192	-0.286
12856		0.037	0.048	-0.033	-0.189	0.236
12857	ROM1	-0.261	-0.115	-0.069	-0.032	0.018
12858	RPA2	0.01	0.212	-0.181	-0.452	-0.592
12859	PSMA1	0.069	0.165	0.098	0.02	0.084
12860	PRSS2	-0.519	-0.148	-0.131	-0.323	-0.04
12861	PTGER3	-0.344	-0.405	-0.254	-0.322	-0.025
12862	PFC	-2.266	-0.215	-1.112	-0.37	1.126
12863	CPB2	-0.389	-0.435	-0.567	-0.273	-0.11
12864	PECAM1	-0.122	-0.327	-0.105	-0.192	0.117
12865	KIAA0350	-0.028	-0.035	0.138	0.235	-0.014
12866	PCDHA10	-0.725	-0.469	-0.204	-0.394	-0.597
12867	KIAA0336	0.393	0.594	0.551	0.762	0.415
12868	PCDHGC3	-0.305	-0.46	-0.295	-0.357	-0.044
12869	KIAA0321	-0.304	-0.164	-0.537	-0.398	-0.289
12870	KIAA0310	0.041	0.154	0.226	-0.075	-0.077
12871	KIAA0205	0.204	0.284	0.481	0.816	0.5
12872	RB1CC1	0.396	0.219	0.249	0.3	0.292
12873	SCAP	0.502	0.364	0.386	0.116	0.123
12874	KIAA0193	0.419	0.321	0.16	-0.005	0.147
12875	KIAA0182	0.083	-0.127	-0.485	-0.423	-0.306
12876	ADPRTL1	0.204	0.268	0.358	0.465	0.261
12877	ITGA8	-0.348	-0.192	-0.313	-0.218	-0.128
12878	INPP4B	0.216	-0.034	0.012	-0.059	0.028
12879	HYAL1	0.017	-0.193	-0.081	-0.004	0.015
12880	NAPG	0.183	0.378	0.467	0.615	0.325
12881	SSH3BP1	0.213	0.326	0.43	0.552	0.349
12882	EIF1AY	0.086	0.177	0.233	-0.025	-0.211
12883	DLL1	-0.007	-0.378	-0.501	-0.072	-0.124
12884	SRP72	0.029	0.604	0.271	0.148	0.018
12885	CHD1	-0.023	0.409	0.325	0.117	0.02
12886	BET1	0.244	0.303	0.082	0.343	0.21
12887	SFRS7	0.05	0.3	0.297	-0.037	-0.146
12888	TMP21	0.428	0.532	0.299	0.254	0.217
12889	HSPC111	0.113	-0.016	-0.126	-0.231	-0.241
12890	BRCA1	-0.088	-0.081	-0.37	-0.432	-0.467
12891	BDNF	-0.337	-0.255	-0.058	-0.301	-0.231
12892	BGN	0.124	0.104	0.114	0.112	0.111
12893	BMP6	-0.33	-0.355	-0.534	-0.445	-0.396
12894	LOC115557	-0.165	-0.225	-0.032	-0.197	-0.083
12895	ADH5	0.216	0.355	0.15	0.163	0.004
12896	AGXT	-0.036	0.076	0.15	-0.012	-0.329
12897	ADSL	0.025	0.11	0.016	-0.28	-0.333
12898	ADK	-0.327	0.063	-0.024	-0.276	-0.671
12899	ACADSB	-0.345	0.218	0.059	-0.154	-0.164
12900	ACADL	-0.177	-0.146	-0.36	-0.225	-0.152
12901	TMEFF1	-0.069	-0.192	0.151	0.539	0.169
12902	NAB1	0.391	0.328	1.538	0.436	0.341
12903	PSCDBP	-0.6	-0.518	-0.622	-0.967	-0.315
12904	UCHL1	0.426	0.468	0.318	0.238	0.198
12905	TK2	0.118	-0.071	-0.183	-0.044	0.159
12906	NUDT1	0.118	0.094	0.067	-0.009	0.096
12907	GTPBP1	-0.113	-0.329	-0.156	-0.127	-0.276
12908	PTP4A2	0.169	0.292	0.395	0.278	0.157
12909	PPP1R1A	-0.233	-0.105	-0.035	0.027	0.241
12910	MAP3K12	0.053	0.203	0.31	0.018	-0.068
12911	PRAME	-0.208	-0.043	-0.087	-0.141	-0.25
12912	EDR2	0.088	0.056	0.521	0.096	-0.023
12913	TSTA3	0.108	-0.162	0.029	-0.331	-0.144
12914	CHERP	0.013	-0.035	0.097	-0.353	-0.258
12915	TFDP2	-0.099	-0.331	-0.087	-0.353	-0.382
12916	ARHD	0.146	0.116	0.067	-0.093	-0.07
12917	DDX17	0.409	0.244	0.119	0.34	0.148
12918		0.238	-0.174	-0.139	-0.297	-0.184
12919	PON2	0.039	-0.255	-0.283	-0.358	-0.212
12920	PIK4CB	0.135	0.133	0.086	0.065	0.006
12921	CAPN6	-0.416	-0.254	-0.212	-0.08	-0.282
12922		-0.015	0.353	1.551	1.305	1.206
12923	KPNB1	-0.034	0.255	0.223	0.042	-0.118
12924	GUCA1A	-0.115	-0.176	-0.432	-0.262	-0.053
12925	RBP4	-0.106	-0.011	0.15	0.019	0.042
12926	NCF1	-0.227	0.15	0.017	0.1	0.436
12927	HLA-DQA1	-0.306	-0.158	-0.022	-0.245	0.043
12928	LSP1	-0.344	-0.156	-0.086	-0.146	-0.049
12929	CD79A	-0.373	0.027	-0.049	-0.226	0.014
12930	TROAP	-0.054	0.316	0.03	-0.108	-0.151
12931	RBM10	0.299	0.021	0.326	0.15	0.036
12932	SIVA	0.05	-0.148	-0.162	-0.599	-0.76
12933	CG018	-0.239	-0.416	-0.613	-0.869	-0.356
12934	SLC4A4	0.07	-0.212	-0.229	-0.245	0.606
12935	PON3	-0.112	-0.413	-0.165	-0.357	-0.031
12936	SFRP4	-0.308	-0.219	-0.068	-0.219	-0.109
12937		-0.023	-0.299	-0.158	-0.329	0.002
12938	USP7	0.039	-0.039	0.162	0.12	0.082
12939		0.047	-0.09	-0.049	-0.264	0.136
12940		0.078	0.028	0.04	-0.112	-0.022
12941	BCRP2	0.191	0.648	0.484	1.125	0.59
12942	LOC146562	0.1	-0.01	-0.158	-0.144	0.078
12943		0.077	-0.139	-0.353	-0.097	0.046
12944	EGLN3	0.41	0.245	0.286	0.565	0.088
12945	ATP6V1A1	0.281	0.563	0.521	0.338	0.376
12946	COTL1	-0.286	0.323	0.163	-0.085	-0.392
12947	KCNMA1	0.156	0.199	0.065	0.061	0.369
12948	KIAA1691	0.4	0.033	0.271	0.087	0.17
12949		0.296	0.101	-0.018	0.031	0.206
12950	FLJ22393	-0.403	0.14	0.314	0.199	0.315
12951	FLJ20374	-0.221	-0.024	-0.305	-0.703	-0.217
12952		-0.089	0.033	-0.192	-0.676	-0.287
12953	TEM8	0.165	-0.012	-0.006	-0.063	-0.014
12954	FLJ20507	0.324	0.442	0.322	0.302	0.346
12955	KIAA1462	-0.194	-0.19	-0.221	-0.212	0.148
12956	HBG1	0.077	-0.085	-0.127	-0.106	-0.079
12957	RYR2	-0.598	-0.128	-0.292	-0.539	-0.532
12958	MGC13138	0.154	0.096	-0.107	0.076	0.352
12959	L3MBTL	0.304	0.125	0.45	0.522	0.555
12960	PDHA1	0.011	0.182	-0.114	-0.293	-0.359
12961	KIAA1052	0.056	0.169	-0.007	0.266	0.068
12962	FLJ14627	-0.019	0.254	-0.034	-0.705	-0.251
12963	FLJ20040	0.206	0.357	0.757	0.484	0.383
12964		-0.189	-0.152	-0.266	-0.217	-0.073
12965	RPP20	-0.241	-0.114	-0.223	-0.528	-0.407
12966		-0.171	-0.194	-0.207	-0.146	0.055
12967		0	0.605	-0.323	0.014	1.212
12968		-0.313	0.119	-0.656	-0.198	0.224
12969		-0.42	-0.382	-0.185	-0.402	-0.03
12970	CERD4	-0.084	-0.048	-0.282	-0.179	-0.014
12971		-0.377	-0.212	-0.255	-0.232	0.023
12972		-0.406	-0.04	-0.102	-0.249	0.014
12973	C4orf1	0.315	0.67	0.405	0.491	0.254
12974	KIAA0553	0.167	0.333	0.158	0.153	-0.008
12975		-0.152	-0.391	-0.291	-0.337	0.193
12976	dJ55C23.6	-0.019	0.192	-0.104	-0.26	0.121
12977	DNMT3A	0.251	0.198	-0.108	-0.289	0.071
12978		-0.514	-0.25	-0.166	-0.466	-0.359
12979		-0.018	-0.091	-0.018	-0.207	0.141
12980	RNF2	0.109	0.044	-0.187	0.145	0.221
12981		-0.009	0.246	0.092	0.047	0.184
12982		0.086	0.028	-0.099	0.464	0.179
12983	FLJ22415	-0.406	0.21	-0.26	0.017	0.204
12984		0.156	0.513	0.044	0.186	0.094
12985		-0.142	-0.396	-0.1	-0.298	0.064
12986		-0.393	-0.261	-0.472	-0.192	-0.34
12987		0.118	-0.018	-0.279	-0.375	0.049
12988		-0.115	-0.024	-0.07	-0.255	0.195
12989		-0.532	-0.52	-0.905	-0.186	-0.571
12990		0.237	-0.102	-0.055	0.085	0.072
12991	PLGL	0.104	0.165	0.236	0.309	0.185
12992		0.468	-0.206	-0.022	-0.102	-0.095
12993	FLJ20010	-0.123	-0.156	-0.127	-0.05	0.134
12994		-0.221	-0.29	-0.13	0.04	0.043
12995		-0.452	-0.714	0.021	0.091	0.215
12996		-0.073	-0.321	-0.252	-0.163	-0.022
12997	KIAA1228	-0.07	0.186	0.104	-0.129	-0.133
12998		-0.545	-0.177	-0.583	-0.532	0.222
12999		-0.513	-0.275	-0.409	-0.481	0.02
13000		0.2	-0.005	-0.571	0.434	0.769
13001	FLJ20624	0.01	0.271	-0.101	-0.469	-0.023
13002	KIAA0669	-0.028	0.119	0.449	0.255	0.473
13003		0.004	0.371	0.088	0.184	0.248
13004		-0.322	-0.426	-0.256	-0.62	-0.158
13005	MGC15854	-0.054	0.144	-0.143	-0.205	-0.125
13006	FLJ11753	0.062	0.147	-0.222	-0.074	0.064
13007	MDS1	0.291	0.014	-0.248	0.885	1.295
13008	HTF9C	0.057	-0.072	-0.34	-0.505	-0.182
13009	KCNJ13	0.088	0.065	0.119	0.324	0.121
13010	AF5Q31	-0.136	-0.198	-0.327	-0.495	-0.232
13011		0.192	0.018	-0.092	-0.017	0.256
13012		0.119	-0.145	-0.164	-0.106	0.037
13013	FLJ23151	-0.192	-0.235	-0.256	-0.207	-0.014
13014		-0.124	-0.03	0.081	0.284	0.056
13015	APPBP2	0.356	0.08	0.064	0.391	0.386
13016	GUCA1A	-0.595	-0.32	-0.297	-0.268	-0.19
13017		0.073	0.186	0.087	0.139	0.078
13018		0.293	0.073	0.202	0.323	0.179
13019	NYREN18	0.433	0.22	0.627	1.092	0.544
13020	ARL7	0.142	-0.276	-0.16	0.417	0.073
13021	CIP1	0.357	-0.029	-0.105	-0.209	-0.089
13022	FLJ36557	-0.178	0.115	0.153	0.306	0.21
13023		0.279	0.357	0.666	0.425	-0.05
13024		-0.561	-0.382	-0.417	-0.835	-0.475
13025		0.015	-0.085	0.062	-0.083	-0.088
13026		-0.284	0.162	0.004	-0.022	-0.095
13027	SLC12A7	-0.052	-0.278	0.791	0.368	0.51
13028		-0.474	-0.142	-0.264	-0.324	0.301
13029		0.195	0.421	0.503	0.48	0.08
13030	CACNA1I	-0.145	-0.091	-0.107	-0.207	-0.075
13031	AGTRAP	0.061	-0.164	-0.325	-0.594	-0.273
13032		-0.69	-0.29	-0.671	0.092	0.152
13033	DKFZP434B044	-0.129	-0.139	-0.136	-0.002	0.399
13034		0.337	0.237	0.129	0.335	0.404
13035	KIAA0564	-0.505	0.023	-0.094	-0.184	-0.219
13036		0.183	-0.15	-0.352	-0.336	-0.105
13037	KIAA0438	0.214	0.424	0.372	0.661	0.415
13038	RERG	-0.391	-0.231	-0.529	-0.729	-0.364
13039		-0.809	-1.033	-0.868	-1.327	-0.654
13040	FLJ14681	0.224	0.44	0.237	0.188	0.209
13041	MGC3195	-0.217	-0.076	-0.69	-0.182	-0.262
13042	NAV2	0.224	0.463	-0.283	-0.185	0.033
13043	BCL2L10	0.239	0.04	0.054	-0.22	0.002
13044		0.108	-0.084	0.278	0.499	0.337
13045	FXR1	0.011	0.287	-0.084	-0.183	-0.161
13046		-0.271	-0.219	-0.264	-0.327	-0.245
13047		-0.122	-0.219	-0.25	-0.268	-0.015
13048	FLJ21125	0.249	0.208	-0.516	0.015	0.046
13049		-0.685	-0.237	-0.424	-0.435	0.391
13050		-0.063	-0.075	-0.526	-0.187	-0.145
13051	LOC153516	-0.218	-0.306	-0.387	-0.813	-0.228
13052		-0.772	-0.197	-0.922	-0.015	0.624
13053		-0.225	-0.333	-0.216	0.099	0.481
13054		-0.364	0.094	-0.129	-0.304	-0.162
13055		-0.795	-0.533	-0.728	-0.762	-0.395
13056		-0.589	-0.203	-0.327	-0.466	-0.108
13057	BCL2	-0.262	-0.55	-0.47	-0.306	-0.164
13058	REL	0.05	0.218	0.903	1.124	0.583
13059	FYN	-1.03	0.026	-0.024	0.125	0.083
13060	MCF2	-0.282	-0.395	-0.316	-0.307	-0.379
13061	YES1	0.226	0.429	0.426	0.263	0.082
13062	FYN	-0.388	-0.398	0.041	0.22	0.103
13063	LOC54557	-0.373	-0.375	-0.294	-0.234	-0.325
13064		-0.078	-0.269	-0.078	0.013	0.125
13065		-0.621	-0.425	-0.367	-0.156	-0.01
13066		0.064	-0.147	0.08	0.322	0.207
13067		-0.156	-0.435	-0.177	-0.281	-0.044
13068	SRRM2	0.193	-0.102	-0.142	-0.381	0.001
13069	CKTSF1B1	-0.138	-0.061	0.146	0.223	-0.119
13070		-0.24	0.167	-0.362	0.385	-0.107
13071	LGP2	0.031	-0.252	-0.229	-0.356	-0.752
13072		0.291	0.099	-0.217	-0.24	0.246
13073		0.068	0.025	-0.219	0.004	0.115
13074	FLJ20211	0.436	0.354	0.285	0.179	0.193
13075	BCL11B	0.358	-0.117	-0.569	0.406	0.522
13076		-0.194	0.024	0.065	0.041	0.082
13077	MGC15476	-0.265	-0.275	-0.135	-0.645	0.017
13078		-0.637	-0.473	-0.438	-0.443	0.182
13079	ZNF282	0.026	-0.147	0.004	-0.365	-0.331
13080		-0.075	-0.379	-0.386	-0.283	0.086
13081		-0.423	0.194	-0.028	0.113	-0.094
13082	LOC51279	-0.093	-0.048	-0.231	-0.272	0.071
13083	PPP3R2	-0.368	-0.39	-0.178	0.064	-0.266
13084		-0.342	-0.187	-0.232	-0.244	-0.065
13085	CFP1	0.378	0.344	0.465	0.461	0.185
13086		-0.43	-0.393	-0.418	-0.218	0.444
13087		-0.083	-0.065	0.132	-0.174	0.162
13088	XPR1	0.092	0.297	0.063	0.001	0.26
13089		-0.217	-0.052	-0.076	-0.663	0.161
13090	FECH	-0.03	-0.177	-0.075	-0.4	0.013
13091		-0.116	-0.026	-0.087	0.102	0.015
13092	PPP2R3A	0.059	-0.119	0.176	0.325	0.044
13093		-0.126	0.042	-0.058	0.018	0.178
13094	DUSP16	0.033	-0.271	0.802	0.577	0.475
13095	KLF2	0.199	0.1	0.104	0.06	0.195
13096		0.98	0.098	0.898	0.509	1.682
13097	PXMP3	0.081	0.133	-0.411	-0.222	0.126
13098		-0.091	-0.094	-0.056	-0.078	-0.05
13099	KIAA1321	0.45	0.73	0.927	1.071	0.569
13100		-0.045	0.321	0.053	0.027	0.154
13101		0.082	0.07	0.181	0.139	0.164
13102		0.047	-0.046	-0.038	0.108	0.039
13103		-0.11	0.031	-0.096	-0.126	0.118
13104		-0.13	-0.013	-0.312	-0.064	-0.087
13105	LAMA2	-0.09	-0.194	-0.34	-0.458	-0.042
13106	LTF	0.066	-0.246	-0.124	-0.019	0.269
13107	UBE2L3	0.204	0.244	0.125	0.002	-0.027
13108	KRT18	-0.006	0.052	0.166	-0.308	-0.472
13109	ZNF177	0.071	-0.212	0.182	-0.209	-0.046
